config,grid,seed,initial_greed,regen_rate,collapse_threshold,recolonise_rate,world_scale,initial_agents,source_slots,verdict,extinct_tick,final_pop,min_pop,max_pop,final_sources,min_sources,greed_start,greed_end,greed_delta,total_harvest,total_collapsed,state_hash
0,economy,42,0.1,1.5,0.05,0,1,1000,2000,remnant,0,42,42,1000,2000,2000,0.100000,0.100000,0.000000,69658.340918,0,74d3378d5030f883
1,economy,43,0.1,1.5,0.05,0,1,1000,2000,remnant,0,47,45,1000,2000,2000,0.100000,0.101180,0.001180,72097.408370,0,9ed00d5c8bb99de5
2,economy,44,0.1,1.5,0.05,0,1,1000,2000,remnant,0,49,48,1000,2000,2000,0.100000,0.100148,0.000148,70748.213639,0,344672f843d0d80d
3,economy,42,0.1,1.5,0.05,2,1,1000,2000,remnant,0,42,42,1000,2000,2000,0.100000,0.100000,0.000000,69658.340918,0,648ba547b62829e0
4,economy,43,0.1,1.5,0.05,2,1,1000,2000,remnant,0,47,45,1000,2000,2000,0.100000,0.101180,0.001180,72097.408370,0,8a70c608a344e6b2
5,economy,44,0.1,1.5,0.05,2,1,1000,2000,remnant,0,49,48,1000,2000,2000,0.100000,0.100148,0.000148,70748.213639,0,c9bc17313f0fc07a
6,economy,42,0.1,1.5,0.05,10,1,1000,2000,remnant,0,42,42,1000,2000,2000,0.100000,0.100000,0.000000,69658.340918,0,d0e2469a5b323ddb
7,economy,43,0.1,1.5,0.05,10,1,1000,2000,remnant,0,47,45,1000,2000,2000,0.100000,0.101180,0.001180,72097.408370,0,359c804b13b05641
8,economy,44,0.1,1.5,0.05,10,1,1000,2000,remnant,0,49,48,1000,2000,2000,0.100000,0.100148,0.000148,70748.213639,0,169a965950359419
9,economy,42,0.1,1.5,0.05,50,1,1000,2000,remnant,0,42,42,1000,2000,2000,0.100000,0.100000,0.000000,69658.340918,0,3cf39e150eb9f62e
10,economy,43,0.1,1.5,0.05,50,1,1000,2000,remnant,0,47,45,1000,2000,2000,0.100000,0.101180,0.001180,72097.408370,0,1f33feda2a34a344
11,economy,44,0.1,1.5,0.05,50,1,1000,2000,remnant,0,49,48,1000,2000,2000,0.100000,0.100148,0.000148,70748.213639,0,01b11ae0f1070cdc
12,economy,42,0.1,1.5,0.1,0,1,1000,2000,remnant,0,43,43,1000,1991,1991,0.100000,0.100000,0.000000,68710.255283,9,bc690db777831e48
13,economy,43,0.1,1.5,0.1,0,1,1000,2000,sustained,0,51,48,1000,1982,1982,0.100000,0.098920,-0.001080,72370.862359,18,ff5a9352a6ede470
14,economy,44,0.1,1.5,0.1,0,1,1000,2000,remnant,0,42,35,1000,1989,1989,0.100000,0.099736,-0.000264,70113.400555,11,7ae70fada443887d
15,economy,42,0.1,1.5,0.1,2,1,1000,2000,remnant,0,45,37,1000,2000,2000,0.100000,0.102388,0.002388,68377.919845,9,1c22d3f73e4a22a8
16,economy,43,0.1,1.5,0.1,2,1,1000,2000,sustained,0,53,45,1000,2000,2000,0.100000,0.099304,-0.000696,73373.042239,18,4ccffd93c19c4617
17,economy,44,0.1,1.5,0.1,2,1,1000,2000,remnant,0,42,35,1000,2000,2000,0.100000,0.099736,-0.000264,70113.400555,11,d59ef1aba7c019f8
18,economy,42,0.1,1.5,0.1,10,1,1000,2000,remnant,0,45,37,1000,2000,2000,0.100000,0.102388,0.002388,68377.919845,9,c998505940d3c89a
19,economy,43,0.1,1.5,0.1,10,1,1000,2000,sustained,0,53,45,1000,2000,2000,0.100000,0.099304,-0.000696,73373.042239,18,c950ea90c9c38c7a
20,economy,44,0.1,1.5,0.1,10,1,1000,2000,remnant,0,42,35,1000,2000,2000,0.100000,0.099736,-0.000264,70113.400555,11,bcb196ba8f398293
21,economy,42,0.1,1.5,0.1,50,1,1000,2000,remnant,0,45,37,1000,2000,2000,0.100000,0.102388,0.002388,68377.919845,9,735bdef453e9bd56
22,economy,43,0.1,1.5,0.1,50,1,1000,2000,sustained,0,53,45,1000,2000,2000,0.100000,0.099304,-0.000696,73373.042239,18,4298da236ebcd3e2
23,economy,44,0.1,1.5,0.1,50,1,1000,2000,remnant,0,42,35,1000,2000,2000,0.100000,0.099736,-0.000264,70113.400555,11,c077d4e62727854e
24,economy,42,0.1,1.5,0.2,0,1,1000,2000,remnant,0,1,1,1000,988,988,0.100000,0.100000,0.000000,63754.188856,1012,8edf46c5ff3ed1f9
25,economy,43,0.1,1.5,0.2,0,1,1000,2000,remnant,0,3,2,1000,666,666,0.100000,0.095708,-0.004292,64864.529443,1334,1dce25b214e79fc4
26,economy,44,0.1,1.5,0.2,0,1,1000,2000,remnant,0,7,6,1000,930,930,0.100000,0.097205,-0.002795,65992.995228,1070,d52ffaf3eb02e0e3
27,economy,42,0.1,1.5,0.2,2,1,1000,2000,remnant,0,8,8,1000,1578,1185,0.100000,0.100000,0.000000,69357.671282,1088,83e31fb1403949bc
28,economy,43,0.1,1.5,0.2,2,1,1000,2000,remnant,0,12,8,1000,1373,963,0.100000,0.104744,0.004744,68987.066507,1293,4aae09f1a4bd3067
29,economy,44,0.1,1.5,0.2,2,1,1000,2000,remnant,0,7,6,1000,1686,1252,0.100000,0.100790,0.000790,67211.251045,980,6c130d572ba266e9
30,economy,42,0.1,1.5,0.2,10,1,1000,2000,remnant,0,12,11,1000,2000,1892,0.100000,0.100729,0.000729,72946.513870,894,80eb28e2ba59a0e7
31,economy,43,0.1,1.5,0.2,10,1,1000,2000,remnant,0,9,8,1000,2000,1743,0.100000,0.099438,-0.000562,79936.722608,1323,bef6581962c2257f
32,economy,44,0.1,1.5,0.2,10,1,1000,2000,remnant,0,22,20,1000,2000,1810,0.100000,0.099237,-0.000763,76617.729191,1023,77940a2595f2a439
33,economy,42,0.1,1.5,0.2,50,1,1000,2000,remnant,0,8,7,1000,2000,2000,0.100000,0.109090,0.009090,71902.193534,901,54edbe7c763dbd84
34,economy,43,0.1,1.5,0.2,50,1,1000,2000,remnant,0,23,19,1000,2000,2000,0.100000,0.101767,0.001767,84313.342986,1304,61bd1b21fcfdc95d
35,economy,44,0.1,1.5,0.2,50,1,1000,2000,remnant,0,12,11,1000,2000,2000,0.100000,0.097062,-0.002938,75218.272117,1046,5bc30f5b9ffe2353
36,economy,42,0.1,3,0.05,0,1,1000,2000,sustained,0,568,561,1376,2000,2000,0.100000,0.099895,-0.000105,328643.425257,0,73c7a35a8d1188eb
37,economy,43,0.1,3,0.05,0,1,1000,2000,sustained,0,627,616,1422,2000,2000,0.100000,0.099858,-0.000142,348295.776816,0,cf37f22f91204f04
38,economy,44,0.1,3,0.05,0,1,1000,2000,sustained,0,575,546,1384,2000,2000,0.100000,0.100525,0.000525,330898.756615,0,a6f0dc871b64b540
39,economy,42,0.1,3,0.05,2,1,1000,2000,sustained,0,568,561,1376,2000,2000,0.100000,0.099895,-0.000105,328643.425257,0,e3ace46c2fd6d748
40,economy,43,0.1,3,0.05,2,1,1000,2000,sustained,0,627,616,1422,2000,2000,0.100000,0.099858,-0.000142,348295.776816,0,9488fed68ccc7273
41,economy,44,0.1,3,0.05,2,1,1000,2000,sustained,0,575,546,1384,2000,2000,0.100000,0.100525,0.000525,330898.756615,0,26dc581a44450887
42,economy,42,0.1,3,0.05,10,1,1000,2000,sustained,0,568,561,1376,2000,2000,0.100000,0.099895,-0.000105,328643.425257,0,6864540cc8a32293
43,economy,43,0.1,3,0.05,10,1,1000,2000,sustained,0,627,616,1422,2000,2000,0.100000,0.099858,-0.000142,348295.776816,0,72687537788f41b0
44,economy,44,0.1,3,0.05,10,1,1000,2000,sustained,0,575,546,1384,2000,2000,0.100000,0.100525,0.000525,330898.756615,0,3a55461c5c36ecbc
45,economy,42,0.1,3,0.05,50,1,1000,2000,sustained,0,568,561,1376,2000,2000,0.100000,0.099895,-0.000105,328643.425257,0,9fa3e76db5b1a186
46,economy,43,0.1,3,0.05,50,1,1000,2000,sustained,0,627,616,1422,2000,2000,0.100000,0.099858,-0.000142,348295.776816,0,5d446348efb97f4d
47,economy,44,0.1,3,0.05,50,1,1000,2000,sustained,0,575,546,1384,2000,2000,0.100000,0.100525,0.000525,330898.756615,0,8562823476501169
48,economy,42,0.1,3,0.1,0,1,1000,2000,sustained,0,568,561,1376,2000,2000,0.100000,0.099895,-0.000105,328643.425257,0,73c7a35a8d1188eb
49,economy,43,0.1,3,0.1,0,1,1000,2000,sustained,0,627,616,1422,2000,2000,0.100000,0.099858,-0.000142,348295.776816,0,cf37f22f91204f04
50,economy,44,0.1,3,0.1,0,1,1000,2000,sustained,0,575,546,1384,2000,2000,0.100000,0.100525,0.000525,330898.756615,0,a6f0dc871b64b540
51,economy,42,0.1,3,0.1,2,1,1000,2000,sustained,0,568,561,1376,2000,2000,0.100000,0.099895,-0.000105,328643.425257,0,e3ace46c2fd6d748
52,economy,43,0.1,3,0.1,2,1,1000,2000,sustained,0,627,616,1422,2000,2000,0.100000,0.099858,-0.000142,348295.776816,0,9488fed68ccc7273
53,economy,44,0.1,3,0.1,2,1,1000,2000,sustained,0,575,546,1384,2000,2000,0.100000,0.100525,0.000525,330898.756615,0,26dc581a44450887
54,economy,42,0.1,3,0.1,10,1,1000,2000,sustained,0,568,561,1376,2000,2000,0.100000,0.099895,-0.000105,328643.425257,0,6864540cc8a32293
55,economy,43,0.1,3,0.1,10,1,1000,2000,sustained,0,627,616,1422,2000,2000,0.100000,0.099858,-0.000142,348295.776816,0,72687537788f41b0
56,economy,44,0.1,3,0.1,10,1,1000,2000,sustained,0,575,546,1384,2000,2000,0.100000,0.100525,0.000525,330898.756615,0,3a55461c5c36ecbc
57,economy,42,0.1,3,0.1,50,1,1000,2000,sustained,0,568,561,1376,2000,2000,0.100000,0.099895,-0.000105,328643.425257,0,9fa3e76db5b1a186
58,economy,43,0.1,3,0.1,50,1,1000,2000,sustained,0,627,616,1422,2000,2000,0.100000,0.099858,-0.000142,348295.776816,0,5d446348efb97f4d
59,economy,44,0.1,3,0.1,50,1,1000,2000,sustained,0,575,546,1384,2000,2000,0.100000,0.100525,0.000525,330898.756615,0,8562823476501169
60,economy,42,0.1,3,0.2,0,1,1000,2000,remnant,0,46,46,1372,594,594,0.100000,0.100000,0.000000,201247.899415,1406,790681f7d688c253
61,economy,43,0.1,3,0.2,0,1,1000,2000,remnant,0,44,42,1421,466,466,0.100000,0.096591,-0.003409,190507.328655,1534,3ea46f4d90040ad5
62,economy,44,0.1,3,0.2,0,1,1000,2000,sustained,0,75,65,1426,676,676,0.100000,0.098067,-0.001933,215193.127099,1324,e96f8b6f5533ac2d
63,economy,42,0.1,3,0.2,2,1,1000,2000,sustained,0,141,138,1371,1272,1108,0.100000,0.100180,0.000180,232413.994403,1394,f7dbd784585fddb8
64,economy,43,0.1,3,0.2,2,1,1000,2000,sustained,0,89,76,1411,958,778,0.100000,0.103061,0.003061,219136.400901,1708,2f580241b67257a5
65,economy,44,0.1,3,0.2,2,1,1000,2000,sustained,0,267,266,1429,1786,1664,0.100000,0.099813,-0.000187,278511.009651,880,6ac034dd1e79c018
66,economy,42,0.1,3,0.2,10,1,1000,2000,sustained,0,265,265,1371,2000,2000,0.100000,0.100000,-0.000000,266140.617564,1442,d6b4191a668a71b2
67,economy,43,0.1,3,0.2,10,1,1000,2000,sustained,0,298,292,1411,2000,2000,0.100000,0.099797,-0.000203,275958.088381,1949,378cf453d79817aa
68,economy,44,0.1,3,0.2,10,1,1000,2000,sustained,0,376,376,1429,2000,2000,0.100000,0.100000,0.000000,291800.037463,1194,381ccee28a52f752
69,economy,42,0.1,3,0.2,50,1,1000,2000,sustained,0,265,265,1371,2000,2000,0.100000,0.100000,-0.000000,266140.617564,1442,654a973cfef1ecca
70,economy,43,0.1,3,0.2,50,1,1000,2000,sustained,0,298,292,1411,2000,2000,0.100000,0.099797,-0.000203,275958.088381,1949,1fead68da42cf876
71,economy,44,0.1,3,0.2,50,1,1000,2000,sustained,0,376,376,1429,2000,2000,0.100000,0.100000,0.000000,291800.037463,1194,39ee4c931f6e10cd
72,economy,42,0.1,6,0.05,0,1,1000,2000,sustained,0,2015,963,2456,2000,2000,0.100000,0.105405,0.005405,899075.163221,0,138419f62ffe98c0
73,economy,43,0.1,6,0.05,0,1,1000,2000,sustained,0,2079,974,2515,2000,2000,0.100000,0.105742,0.005742,917918.661736,0,1e2d950f87c08a11
74,economy,44,0.1,6,0.05,0,1,1000,2000,sustained,0,2066,974,2458,2000,2000,0.100000,0.106579,0.006579,906368.095995,0,0a310c4b6e69666e
75,economy,42,0.1,6,0.05,2,1,1000,2000,sustained,0,2015,963,2456,2000,2000,0.100000,0.105405,0.005405,899075.163221,0,ed5a958473c36a07
76,economy,43,0.1,6,0.05,2,1,1000,2000,sustained,0,2079,974,2515,2000,2000,0.100000,0.105742,0.005742,917918.661736,0,dea1b3c49b6c7f56
77,economy,44,0.1,6,0.05,2,1,1000,2000,sustained,0,2066,974,2458,2000,2000,0.100000,0.106579,0.006579,906368.095995,0,3fe54142d47ea925
78,economy,42,0.1,6,0.05,10,1,1000,2000,sustained,0,2015,963,2456,2000,2000,0.100000,0.105405,0.005405,899075.163221,0,0e6204b7e5d71c3c
79,economy,43,0.1,6,0.05,10,1,1000,2000,sustained,0,2079,974,2515,2000,2000,0.100000,0.105742,0.005742,917918.661736,0,ccbff607e8d23d9d
80,economy,44,0.1,6,0.05,10,1,1000,2000,sustained,0,2066,974,2458,2000,2000,0.100000,0.106579,0.006579,906368.095995,0,2d50b998ab1fd91e
81,economy,42,0.1,6,0.05,50,1,1000,2000,sustained,0,2015,963,2456,2000,2000,0.100000,0.105405,0.005405,899075.163221,0,f66ff4e050659be9
82,economy,43,0.1,6,0.05,50,1,1000,2000,sustained,0,2079,974,2515,2000,2000,0.100000,0.105742,0.005742,917918.661736,0,7aebe7e734ad67b0
83,economy,44,0.1,6,0.05,50,1,1000,2000,sustained,0,2066,974,2458,2000,2000,0.100000,0.106579,0.006579,906368.095995,0,cffdd4228908445b
84,economy,42,0.1,6,0.1,0,1,1000,2000,sustained,0,2015,963,2456,2000,2000,0.100000,0.105405,0.005405,899075.163221,0,138419f62ffe98c0
85,economy,43,0.1,6,0.1,0,1,1000,2000,sustained,0,2111,974,2523,1998,1998,0.100000,0.105705,0.005705,921581.123306,2,96c449a97b6e3675
86,economy,44,0.1,6,0.1,0,1,1000,2000,sustained,0,2088,974,2458,1991,1991,0.100000,0.107429,0.007429,917291.938729,9,ed7db37b57059187
87,economy,42,0.1,6,0.1,2,1,1000,2000,sustained,0,2015,963,2456,2000,2000,0.100000,0.105405,0.005405,899075.163221,0,ed5a958473c36a07
88,economy,43,0.1,6,0.1,2,1,1000,2000,sustained,0,2111,974,2523,2000,2000,0.100000,0.105705,0.005705,921581.123306,2,373a903d73a8b880
89,economy,44,0.1,6,0.1,2,1,1000,2000,sustained,0,2088,974,2458,2000,2000,0.100000,0.107429,0.007429,917291.938729,9,57b6115feda2b398
90,economy,42,0.1,6,0.1,10,1,1000,2000,sustained,0,2015,963,2456,2000,2000,0.100000,0.105405,0.005405,899075.163221,0,0e6204b7e5d71c3c
91,economy,43,0.1,6,0.1,10,1,1000,2000,sustained,0,2111,974,2523,2000,2000,0.100000,0.105705,0.005705,921581.123306,2,87d4382e1d5f3305
92,economy,44,0.1,6,0.1,10,1,1000,2000,sustained,0,2088,974,2458,2000,2000,0.100000,0.107429,0.007429,917291.938729,9,9d88b66677fa36ab
93,economy,42,0.1,6,0.1,50,1,1000,2000,sustained,0,2015,963,2456,2000,2000,0.100000,0.105405,0.005405,899075.163221,0,f66ff4e050659be9
94,economy,43,0.1,6,0.1,50,1,1000,2000,sustained,0,2111,974,2523,2000,2000,0.100000,0.105705,0.005705,921581.123306,2,ea2c07fa0955b3c0
95,economy,44,0.1,6,0.1,50,1,1000,2000,sustained,0,2088,974,2458,2000,2000,0.100000,0.107429,0.007429,917291.938729,9,061f139cccdc2239
96,economy,42,0.1,6,0.2,0,1,1000,2000,resource-collapse,0,41,37,2466,186,186,0.100000,0.101171,0.001171,234293.934516,1814,ba757a614f1d3cd9
97,economy,43,0.1,6,0.2,0,1,1000,2000,resource-collapse,0,58,41,2510,165,165,0.100000,0.095476,-0.004524,242683.467750,1835,95baffea93bda156
98,economy,44,0.1,6,0.2,0,1,1000,2000,remnant,0,25,18,2468,207,207,0.100000,0.096304,-0.003696,218241.352370,1793,bbb19fd775d731c8
99,economy,42,0.1,6,0.2,2,1,1000,2000,sustained,0,68,59,2466,631,216,0.100000,0.100364,0.000364,250179.807054,2035,ce06d281e0f1ce79
100,economy,43,0.1,6,0.2,2,1,1000,2000,sustained,0,55,48,2517,613,188,0.100000,0.100113,0.000113,235283.452507,2053,3480681be72408e9
101,economy,44,0.1,6,0.2,2,1,1000,2000,sustained,0,73,63,2468,658,246,0.100000,0.103243,0.003243,244723.205755,2008,83f853411e63116b
102,economy,42,0.1,6,0.2,10,1,1000,2000,sustained,0,218,168,2466,2000,395,0.100000,0.099687,-0.000313,316263.475341,2975,511c0ec40ecaa29b
103,economy,43,0.1,6,0.2,10,1,1000,2000,sustained,0,208,159,2517,2000,303,0.100000,0.100352,0.000352,305022.023247,2999,ddc2860b047aff7f
104,economy,44,0.1,6,0.2,10,1,1000,2000,sustained,0,268,234,2468,2000,381,0.100000,0.099471,-0.000529,329784.101910,3021,98d79b8814ebe848
105,economy,42,0.1,6,0.2,50,1,1000,2000,sustained,0,1116,570,4635,2000,152,0.100000,0.105212,0.005212,848173.452332,15184,8d391d5ac026445d
106,economy,43,0.1,6,0.2,50,1,1000,2000,sustained,0,1391,617,4347,2000,205,0.100000,0.104868,0.004868,777198.461249,13042,9029d3d4a0440bf6
107,economy,44,0.1,6,0.2,50,1,1000,2000,sustained,0,1131,566,4426,2000,198,0.100000,0.105976,0.005976,792758.184007,14073,d40006f669ab2ddb
108,economy,42,0.15,1.5,0.05,0,1,1000,2000,remnant,0,34,29,1000,1991,1991,0.150000,0.149630,-0.000370,66588.583287,9,0eea50962e19687b
109,economy,43,0.15,1.5,0.05,0,1,1000,2000,sustained,0,52,51,1000,1974,1974,0.150000,0.149847,-0.000153,73007.863661,26,838a93806af65db8
110,economy,44,0.15,1.5,0.05,0,1,1000,2000,sustained,0,52,48,1000,1989,1989,0.150000,0.150237,0.000237,71345.030498,11,f06763c3161284c9
111,economy,42,0.15,1.5,0.05,2,1,1000,2000,remnant,0,34,29,1000,2000,2000,0.150000,0.149630,-0.000370,66588.583287,9,f976d3a0dd47f76d
112,economy,43,0.15,1.5,0.05,2,1,1000,2000,sustained,0,52,51,1000,2000,2000,0.150000,0.149847,-0.000153,73007.863661,26,c8d4ead0314bd0af
113,economy,44,0.15,1.5,0.05,2,1,1000,2000,remnant,0,41,40,1000,2000,2000,0.150000,0.148916,-0.001084,70539.990423,14,de6eaf41c7e41881
114,economy,42,0.15,1.5,0.05,10,1,1000,2000,remnant,0,34,29,1000,2000,2000,0.150000,0.149630,-0.000370,66588.583287,9,10c7ddaadb2de45c
115,economy,43,0.15,1.5,0.05,10,1,1000,2000,sustained,0,52,51,1000,2000,2000,0.150000,0.149847,-0.000153,73007.863661,26,cb32610c0e02504f
116,economy,44,0.15,1.5,0.05,10,1,1000,2000,remnant,0,41,40,1000,2000,2000,0.150000,0.148916,-0.001084,70539.990423,14,b17814b59f61d0ba
117,economy,42,0.15,1.5,0.05,50,1,1000,2000,remnant,0,34,29,1000,2000,2000,0.150000,0.149630,-0.000370,66588.583287,9,bde8c8fd429364d8
118,economy,43,0.15,1.5,0.05,50,1,1000,2000,sustained,0,52,51,1000,2000,2000,0.150000,0.149847,-0.000153,73007.863661,26,8978725bdfcc6454
119,economy,44,0.15,1.5,0.05,50,1,1000,2000,remnant,0,41,40,1000,2000,2000,0.150000,0.148916,-0.001084,70539.990423,14,014a02f613cb6430
120,economy,42,0.15,1.5,0.1,0,1,1000,2000,remnant,0,1,1,1000,376,376,0.150000,0.150000,-0.000000,65661.580721,1624,f858317bc42ed561
121,economy,43,0.15,1.5,0.1,0,1,1000,2000,remnant,0,4,2,1000,286,286,0.150000,0.147891,-0.002109,67769.169639,1714,7f346fee389bd921
122,economy,44,0.15,1.5,0.1,0,1,1000,2000,remnant,0,1,1,1000,385,385,0.150000,0.150000,-0.000000,65815.123255,1615,a55f61d99d8870f7
123,economy,42,0.15,1.5,0.1,2,1,1000,2000,extinct,16550,0,0,1000,921,469,0.150000,0.000000,-0.150000,69082.612502,1745,7992e435473a1db9
124,economy,43,0.15,1.5,0.1,2,1,1000,2000,remnant,0,3,2,1000,900,458,0.150000,0.161673,0.011673,71244.354864,1766,499ffc91161d6404
125,economy,44,0.15,1.5,0.1,2,1,1000,2000,remnant,0,1,1,1000,1028,578,0.150000,0.150000,-0.000000,67918.501147,1638,a832a995bcc4fa7a
126,economy,42,0.15,1.5,0.1,10,1,1000,2000,remnant,0,11,11,1000,2000,1229,0.150000,0.150000,-0.000000,93888.730564,2083,dcf1bf83dc64f4bb
127,economy,43,0.15,1.5,0.1,10,1,1000,2000,remnant,0,8,8,1007,2000,958,0.150000,0.150000,-0.000000,95086.492708,2313,ac9be3046bd6df40
128,economy,44,0.15,1.5,0.1,10,1,1000,2000,remnant,0,10,10,1000,2000,1249,0.150000,0.150000,-0.000000,94195.192716,2059,3853043c9a291929
129,economy,42,0.15,1.5,0.1,50,1,1000,2000,remnant,0,33,30,1000,2000,2000,0.150000,0.147403,-0.002597,125596.568479,2812,51979ce5a3b0f78e
130,economy,43,0.15,1.5,0.1,50,1,1000,2000,remnant,0,23,23,1007,2000,2000,0.150000,0.150000,-0.000000,130951.614739,2895,87aacdd83e3e14fd
131,economy,44,0.15,1.5,0.1,50,1,1000,2000,remnant,0,26,24,1000,2000,2000,0.150000,0.147591,-0.002409,122709.869930,2657,ad28935bc34abe50
132,economy,42,0.15,1.5,0.2,0,1,1000,2000,extinct,10863,0,0,1112,173,173,0.150000,0.000000,-0.150000,49299.539640,1827,3e0630af512fe059
133,economy,43,0.15,1.5,0.2,0,1,1000,2000,extinct,8379,0,0,1163,162,162,0.150000,0.000000,-0.150000,48809.343761,1838,cd5df4949dd09eb1
134,economy,44,0.15,1.5,0.2,0,1,1000,2000,extinct,8413,0,0,1138,185,185,0.150000,0.000000,-0.150000,47574.978869,1815,b8eb6b5e58f649cd
135,economy,42,0.15,1.5,0.2,2,1,1000,2000,extinct,7180,0,0,1119,763,241,0.150000,0.000000,-0.150000,50872.618643,1903,3f9386b8dfb0f3ce
136,economy,43,0.15,1.5,0.2,2,1,1000,2000,extinct,8563,0,0,1154,689,179,0.150000,0.000000,-0.150000,51346.026742,1977,05008814aa0da51a
137,economy,44,0.15,1.5,0.2,2,1,1000,2000,extinct,11629,0,0,1134,734,246,0.150000,0.000000,-0.150000,49971.642223,1932,5196d9617ddc763a
138,economy,42,0.15,1.5,0.2,10,1,1000,2000,remnant,0,10,5,1149,2000,428,0.150000,0.171514,0.021514,61887.824864,2362,9fbb83dc53a031cb
139,economy,43,0.15,1.5,0.2,10,1,1000,2000,extinct,17333,0,0,1173,2000,385,0.150000,0.000000,-0.150000,59399.285902,2330,e7e54e730fe30f08
140,economy,44,0.15,1.5,0.2,10,1,1000,2000,extinct,17408,0,0,1147,2000,397,0.150000,0.000000,-0.150000,58388.954527,2313,395638e4712ace72
141,economy,42,0.15,1.5,0.2,50,1,1000,2000,sustained,0,663,605,1301,932,852,0.150000,0.150584,0.000584,367789.288023,17734,5030023b76761184
142,economy,43,0.15,1.5,0.2,50,1,1000,2000,sustained,0,653,630,1353,1118,854,0.150000,0.149880,-0.000120,356057.058052,17548,2c8b2002c1bbad44
143,economy,44,0.15,1.5,0.2,50,1,1000,2000,sustained,0,692,603,1296,1042,1000,0.150000,0.149604,-0.000396,359495.334557,17624,b04b33e70a69ca75
144,economy,42,0.15,3,0.05,0,1,1000,2000,sustained,0,629,612,1455,2000,2000,0.150000,0.149648,-0.000352,373674.974911,0,18448001dd1e6dee
145,economy,43,0.15,3,0.05,0,1,1000,2000,sustained,0,616,599,1511,2000,2000,0.150000,0.149820,-0.000180,364145.255021,0,e3d53b69212d680b
146,economy,44,0.15,3,0.05,0,1,1000,2000,sustained,0,628,620,1473,2000,2000,0.150000,0.150093,0.000093,367168.701089,0,c6ffdf9bd8e1e093
147,economy,42,0.15,3,0.05,2,1,1000,2000,sustained,0,629,612,1455,2000,2000,0.150000,0.149648,-0.000352,373674.974911,0,a117b4f45851dca5
148,economy,43,0.15,3,0.05,2,1,1000,2000,sustained,0,616,599,1511,2000,2000,0.150000,0.149820,-0.000180,364145.255021,0,04db8ec07b83e868
149,economy,44,0.15,3,0.05,2,1,1000,2000,sustained,0,628,620,1473,2000,2000,0.150000,0.150093,0.000093,367168.701089,0,c1b815e5f867abf0
150,economy,42,0.15,3,0.05,10,1,1000,2000,sustained,0,629,612,1455,2000,2000,0.150000,0.149648,-0.000352,373674.974911,0,9c7a56f32cbb449e
151,economy,43,0.15,3,0.05,10,1,1000,2000,sustained,0,616,599,1511,2000,2000,0.150000,0.149820,-0.000180,364145.255021,0,de3f62ea0fef9773
152,economy,44,0.15,3,0.05,10,1,1000,2000,sustained,0,628,620,1473,2000,2000,0.150000,0.150093,0.000093,367168.701089,0,e6c96f24c653540b
153,economy,42,0.15,3,0.05,50,1,1000,2000,sustained,0,629,612,1455,2000,2000,0.150000,0.149648,-0.000352,373674.974911,0,6a5cce4df91faedb
154,economy,43,0.15,3,0.05,50,1,1000,2000,sustained,0,616,599,1511,2000,2000,0.150000,0.149820,-0.000180,364145.255021,0,10fa3263ea4695a6
155,economy,44,0.15,3,0.05,50,1,1000,2000,sustained,0,628,620,1473,2000,2000,0.150000,0.150093,0.000093,367168.701089,0,153be2b00ab9203e
156,economy,42,0.15,3,0.1,0,1,1000,2000,sustained,0,410,399,1439,1470,1470,0.150000,0.150499,0.000499,318323.296920,530,5d18d6beb2d6a498
157,economy,43,0.15,3,0.1,0,1,1000,2000,remnant,0,45,44,1508,482,482,0.150000,0.150482,0.000482,250577.274968,1518,2f325cc01eef5d84
158,economy,44,0.15,3,0.1,0,1,1000,2000,remnant,0,39,35,1475,431,431,0.150000,0.151236,0.001236,243430.609075,1569,f3d1abd94b41cafd
159,economy,42,0.15,3,0.1,2,1,1000,2000,sustained,0,434,434,1439,2000,2000,0.150000,0.150000,-0.000000,327536.315700,534,b80b27f20508dd46
160,economy,43,0.15,3,0.1,2,1,1000,2000,sustained,0,468,465,1501,1962,1906,0.150000,0.150047,0.000047,330637.188359,704,7dc8d80f6781b24b
161,economy,44,0.15,3,0.1,2,1,1000,2000,sustained,0,433,433,1473,1949,1949,0.150000,0.150000,-0.000000,338002.137850,717,de9b98b10d5cabd2
162,economy,42,0.15,3,0.1,10,1,1000,2000,sustained,0,434,434,1439,2000,2000,0.150000,0.150000,-0.000000,327536.315700,534,f14459f80d73c924
163,economy,43,0.15,3,0.1,10,1,1000,2000,sustained,0,481,473,1501,2000,2000,0.150000,0.150041,0.000041,333328.465693,606,eb5e2b00db71c7cb
164,economy,44,0.15,3,0.1,10,1,1000,2000,sustained,0,445,445,1473,2000,2000,0.150000,0.150000,-0.000000,338540.429042,681,a29a8d18ed81e25f
165,economy,42,0.15,3,0.1,50,1,1000,2000,sustained,0,434,434,1439,2000,2000,0.150000,0.150000,-0.000000,327536.315700,534,93f171df96533611
166,economy,43,0.15,3,0.1,50,1,1000,2000,sustained,0,481,473,1501,2000,2000,0.150000,0.150041,0.000041,333328.465693,606,fbad12560a8fcd57
167,economy,44,0.15,3,0.1,50,1,1000,2000,sustained,0,445,445,1473,2000,2000,0.150000,0.150000,-0.000000,338540.429042,681,05273fffae4ba2b3
168,economy,42,0.15,3,0.2,0,1,1000,2000,resource-collapse,0,1,1,1438,120,120,0.150000,0.150000,-0.000000,68219.203300,1880,21957d232753fc94
