config,grid,seed,initial_greed,regen_rate,collapse_threshold,recolonise_rate,world_scale,initial_agents,source_slots,verdict,extinct_tick,final_pop,min_pop,max_pop,final_sources,min_sources,greed_start,greed_end,greed_delta,total_harvest,total_collapsed,state_hash
737,critical,44,0.25,3,0.1,1,1,1000,2000,extinct,6728,0,0,1488,417,157,0.250000,0.000000,-0.250000,58602.793968,1916,8dccf2dc8a7c927a
738,critical,42,0.25,3,0.1,2,1,1000,2000,remnant,0,1,1,1545,711,185,0.250000,0.250000,0.000000,61722.097452,1955,0c2eff0de149130d
739,critical,43,0.25,3,0.1,2,1,1000,2000,extinct,16010,0,0,1577,698,170,0.250000,0.000000,-0.250000,62091.560254,1968,58aaabbb0e9586ef
740,critical,44,0.25,3,0.1,2,1,1000,2000,remnant,0,3,1,1502,688,153,0.250000,0.236072,-0.013928,60765.135487,1978,9e64c48d0f9adf9d
741,critical,42,0.25,3,0.1,5,1,1000,2000,remnant,0,1,1,1551,1555,217,0.250000,0.250000,0.000000,66885.746290,2111,de8f61788d9593b3
742,critical,43,0.25,3,0.1,5,1,1000,2000,remnant,0,1,1,1584,1520,176,0.250000,0.250000,0.000000,66065.419892,2146,4ef399eea506f92c
743,critical,44,0.25,3,0.1,5,1,1000,2000,remnant,0,1,1,1528,1587,245,0.250000,0.250000,0.000000,63675.153482,2079,7dac2cac433a6f67
744,critical,42,0.25,3,0.1,10,1,1000,2000,remnant,0,28,19,1576,2000,300,0.250000,0.243450,-0.006550,80172.655615,2355,d2b09d999cb17991
745,critical,43,0.25,3,0.1,10,1,1000,2000,sustained,0,96,34,1604,2000,293,0.250000,0.256734,0.006734,91155.438353,2848,548f576c0d614cd0
746,critical,44,0.25,3,0.1,10,1,1000,2000,sustained,0,81,39,1542,2000,329,0.250000,0.246965,-0.003035,89825.651741,2648,babd55c4ab9f487b
747,critical,42,0.25,3,0.1,25,1,1000,2000,sustained,0,417,208,1675,925,406,0.250000,0.247862,-0.002138,246365.822009,9408,53c59efa62530cf2
748,critical,43,0.25,3,0.1,25,1,1000,2000,sustained,0,459,252,1693,732,444,0.250000,0.249538,-0.000462,250009.117344,9601,05935ad81a2d2bfd
749,critical,44,0.25,3,0.1,25,1,1000,2000,sustained,0,452,183,1631,786,411,0.250000,0.250095,0.000095,249744.406910,9547,777b65aa7d211053
750,critical,42,0.25,3,0.1,50,1,1000,2000,sustained,0,865,692,1892,611,561,0.250000,0.250857,0.000857,425393.266023,18055,6bcaa7487ffb52dc
751,critical,43,0.25,3,0.1,50,1,1000,2000,sustained,0,817,731,1905,602,477,0.250000,0.249448,-0.000552,424978.608082,18064,906d2886c379a4ad
752,critical,44,0.25,3,0.1,50,1,1000,2000,sustained,0,840,716,1835,657,453,0.250000,0.250162,0.000162,422474.700944,18009,c693fd708681f116
753,critical,42,0.35,3,0.1,0,1,1000,2000,extinct,5290,0,0,1630,95,95,0.350000,0.000000,-0.350000,50536.113698,1905,17356d665ab30f09
754,critical,43,0.35,3,0.1,0,1,1000,2000,extinct,5183,0,0,1632,81,81,0.350000,0.000000,-0.350000,50828.960003,1919,dcce024c9fcfee01
755,critical,44,0.35,3,0.1,0,1,1000,2000,extinct,7351,0,0,1575,88,88,0.350000,0.000000,-0.350000,50821.440162,1912,3289b4da5925d8d0
756,critical,42,0.35,3,0.1,1,1,1000,2000,extinct,6177,0,0,1626,414,147,0.350000,0.000000,-0.350000,50884.906408,1919,aed8e30d2b0158ac
757,critical,43,0.35,3,0.1,1,1,1000,2000,extinct,5674,0,0,1627,379,104,0.350000,0.000000,-0.350000,51572.938959,1954,12058c85b2315502
758,critical,44,0.35,3,0.1,1,1,1000,2000,extinct,9836,0,0,1571,426,162,0.350000,0.000000,-0.350000,50592.897425,1907,6099bab4ab5fb713
759,critical,42,0.35,3,0.1,2,1,1000,2000,extinct,6426,0,0,1607,670,137,0.350000,0.000000,-0.350000,52637.843502,1996,b9022b2e66a5981f
760,critical,43,0.35,3,0.1,2,1,1000,2000,extinct,5319,0,0,1640,694,140,0.350000,0.000000,-0.350000,51893.136758,1972,29e930f6a9ae7454
761,critical,44,0.35,3,0.1,2,1,1000,2000,extinct,6638,0,0,1559,715,169,0.350000,0.000000,-0.350000,51626.740932,1951,ae243bd90b01947f
762,critical,42,0.35,3,0.1,5,1,1000,2000,extinct,9913,0,0,1617,1564,180,0.350000,0.000000,-0.350000,55022.007596,2102,60fe849d9365eedb
763,critical,43,0.35,3,0.1,5,1,1000,2000,extinct,6985,0,0,1648,1555,164,0.350000,0.000000,-0.350000,55033.070349,2111,81e26e182eeba239
764,critical,44,0.35,3,0.1,5,1,1000,2000,extinct,19852,0,0,1591,1528,197,0.350000,0.000000,-0.350000,56646.252661,2138,07bc95f1c7c477ed
765,critical,42,0.35,3,0.1,10,1,1000,2000,sustained,0,320,23,1646,1563,271,0.350000,0.375359,0.025359,98064.004200,3770,0cf0c5a1b0d1edb2
766,critical,43,0.35,3,0.1,10,1,1000,2000,sustained,0,553,15,1644,1202,264,0.350000,0.401527,0.051527,105472.351012,4131,b13fb8453888fd18
767,critical,44,0.35,3,0.1,10,1,1000,2000,sustained,0,147,23,1579,2000,298,0.350000,0.366425,0.016425,78919.935160,2955,1596f2a32341d003
768,critical,42,0.35,3,0.1,25,1,1000,2000,sustained,0,508,162,1688,614,424,0.350000,0.353433,0.003433,230707.870345,9719,f45b70c57e6ca15e
769,critical,43,0.35,3,0.1,25,1,1000,2000,sustained,0,509,194,1666,652,419,0.350000,0.354877,0.004877,230745.544288,9681,ab71e40c2475f103
770,critical,44,0.35,3,0.1,25,1,1000,2000,sustained,0,424,231,1647,605,447,0.350000,0.351436,0.001436,230100.844270,9728,9427c81aa0d11651
771,critical,42,0.35,3,0.1,50,1,1000,2000,sustained,0,822,638,1757,532,423,0.350000,0.349110,-0.000890,397855.777111,18134,6c79e21aeb8ce9ed
772,critical,43,0.35,3,0.1,50,1,1000,2000,sustained,0,883,672,1744,505,443,0.350000,0.350173,0.000173,399797.026136,18161,3c58d5bde87c1adb
773,critical,44,0.35,3,0.1,50,1,1000,2000,sustained,0,855,636,1737,499,494,0.350000,0.348704,-0.001296,398708.192841,18167,6f725f9417313eb0
774,critical,42,0.5,3,0.1,0,1,1000,2000,extinct,7562,0,0,1647,79,79,0.500000,0.000000,-0.500000,47750.842136,1921,858eae65b729e61d
775,critical,43,0.5,3,0.1,0,1,1000,2000,extinct,6768,0,0,1662,133,133,0.500000,0.000000,-0.500000,46545.782301,1867,39542207df9911bf
776,critical,44,0.5,3,0.1,0,1,1000,2000,extinct,6675,0,0,1611,117,117,0.500000,0.000000,-0.500000,46843.086355,1883,a49624621b511991
777,critical,42,0.5,3,0.1,1,1,1000,2000,extinct,8275,0,0,1636,390,130,0.500000,0.000000,-0.500000,48274.880294,1943,fd59207667291574
778,critical,43,0.5,3,0.1,1,1,1000,2000,extinct,8006,0,0,1662,411,147,0.500000,0.000000,-0.500000,47775.010491,1922,b54d452f82fb89e7
779,critical,44,0.5,3,0.1,1,1,1000,2000,extinct,7136,0,0,1609,415,141,0.500000,0.000000,-0.500000,47578.549265,1918,07662ccc4ad0beb4
780,critical,42,0.5,3,0.1,2,1,1000,2000,extinct,7256,0,0,1646,702,158,0.500000,0.000000,-0.500000,48535.121779,1964,0c739b9c3bc34d81
781,critical,43,0.5,3,0.1,2,1,1000,2000,extinct,6194,0,0,1667,691,146,0.500000,0.000000,-0.500000,48937.117210,1975,8f177912a1900f07
782,critical,44,0.5,3,0.1,2,1,1000,2000,extinct,8767,0,0,1620,731,189,0.500000,0.000000,-0.500000,47970.299684,1935,019fbebf5077762b
783,critical,42,0.5,3,0.1,5,1,1000,2000,extinct,5606,0,0,1648,1575,179,0.500000,0.000000,-0.500000,51266.865440,2091,8a3c53e52ddd411d
784,critical,43,0.5,3,0.1,5,1,1000,2000,extinct,8161,0,0,1666,1574,182,0.500000,0.000000,-0.500000,51373.489233,2092,64b0f9db1df4e76c
785,critical,44,0.5,3,0.1,5,1,1000,2000,extinct,12421,0,0,1618,1621,218,0.500000,0.000000,-0.500000,50417.295890,2045,5fd6dcb0a4e55d9d
786,critical,42,0.5,3,0.1,10,1,1000,2000,sustained,0,399,23,1657,1147,245,0.500000,0.521718,0.021718,101045.498995,4186,4846dda45247fcf9
787,critical,43,0.5,3,0.1,10,1,1000,2000,sustained,0,249,26,1690,1700,275,0.500000,0.490025,-0.009975,88516.574132,3633,06f4164463192d5c
788,critical,44,0.5,3,0.1,10,1,1000,2000,remnant,0,46,17,1632,2000,289,0.500000,0.499089,-0.000911,66385.804547,2715,04cb66796025351f
789,critical,42,0.5,3,0.1,25,1,1000,2000,sustained,0,468,227,1704,602,405,0.500000,0.502606,0.002606,222712.548952,9731,3bb77a33b23b8e30
790,critical,43,0.5,3,0.1,25,1,1000,2000,sustained,0,392,231,1703,613,428,0.500000,0.502584,0.002584,222595.250702,9720,35858814bbb86b80
791,critical,44,0.5,3,0.1,25,1,1000,2000,sustained,0,512,176,1658,650,420,0.500000,0.502173,0.002173,221326.894979,9683,fddaff18fd9ff5d5
792,critical,42,0.5,3,0.1,50,1,1000,2000,sustained,0,796,735,1752,480,463,0.500000,0.499856,-0.000144,389621.329842,18186,cce6e591e5432f82
793,critical,43,0.5,3,0.1,50,1,1000,2000,sustained,0,819,704,1759,454,409,0.500000,0.499311,-0.000689,389815.147350,18212,1cf6f312763e89e1
794,critical,44,0.5,3,0.1,50,1,1000,2000,sustained,0,839,666,1743,467,445,0.500000,0.500906,0.000906,392427.232612,18199,b5a607ec95b51c26
795,critical,42,0.75,3,0.1,0,1,1000,2000,extinct,6110,0,0,1745,96,96,0.750000,0.000000,-0.750000,45058.129701,1904,a410c5b3d3a0e77e
796,critical,43,0.75,3,0.1,0,1,1000,2000,extinct,5338,0,0,1718,116,116,0.750000,0.000000,-0.750000,44628.199412,1884,03166499c9978dbb
797,critical,44,0.75,3,0.1,0,1,1000,2000,extinct,5330,0,0,1672,107,107,0.750000,0.000000,-0.750000,44795.564994,1893,42ccb6a716292c10
798,critical,42,0.75,3,0.1,1,1,1000,2000,extinct,5248,0,0,1748,415,140,0.750000,0.000000,-0.750000,45308.426957,1918,5dae4a808be7955e
799,critical,43,0.75,3,0.1,1,1,1000,2000,extinct,6459,0,0,1717,417,151,0.750000,0.000000,-0.750000,45269.597889,1916,87a5fb4fdd7a304d
800,critical,44,0.75,3,0.1,1,1,1000,2000,extinct,6342,0,0,1673,418,147,0.750000,0.000000,-0.750000,45278.377390,1915,a6c5883fd1b19100
801,critical,42,0.75,3,0.1,2,1,1000,2000,extinct,6317,0,0,1745,717,156,0.750000,0.000000,-0.750000,45997.723991,1949,78e1447f69ca7a41
802,critical,43,0.75,3,0.1,2,1,1000,2000,extinct,6681,0,0,1709,700,144,0.750000,0.000000,-0.750000,46370.605764,1966,025ae311f926c96b
803,critical,44,0.75,3,0.1,2,1,1000,2000,extinct,5703,0,0,1673,701,144,0.750000,0.000000,-0.750000,46423.682749,1965,9258ed952e8b4fdd
804,critical,42,0.75,3,0.1,5,1,1000,2000,remnant,0,17,1,1757,1529,216,0.750000,0.678030,-0.071970,50169.770119,2137,500198e4e39c45dc
805,critical,43,0.75,3,0.1,5,1,1000,2000,extinct,8874,0,0,1725,1625,214,0.750000,0.000000,-0.750000,47987.629352,2041,5009476067598f47
806,critical,44,0.75,3,0.1,5,1,1000,2000,extinct,6770,0,0,1676,1572,175,0.750000,0.000000,-0.750000,49063.801501,2094,8cab86d86406f4a9
807,critical,42,0.75,3,0.1,10,1,1000,2000,sustained,0,260,13,1752,2000,252,0.750000,0.751593,0.001593,73836.603398,3164,dc582e8fcc057160
808,critical,43,0.75,3,0.1,10,1,1000,2000,sustained,0,198,15,1723,847,272,0.750000,0.752949,0.002949,104575.453353,4486,4279c9236ca3387c
809,critical,44,0.75,3,0.1,10,1,1000,2000,sustained,0,138,4,1686,2000,306,0.750000,0.749181,-0.000819,64140.908515,2746,697c9e1e224fe328
810,critical,42,0.75,3,0.1,25,1,1000,2000,sustained,0,447,240,1778,563,383,0.750000,0.745081,-0.004919,219955.948888,9770,f6068f81e0ffab87
811,critical,43,0.75,3,0.1,25,1,1000,2000,sustained,0,381,192,1757,610,411,0.750000,0.749684,-0.000316,218169.034209,9723,366ef0085f97166b
812,critical,44,0.75,3,0.1,25,1,1000,2000,sustained,0,474,182,1703,601,463,0.750000,0.754499,0.004499,219904.080508,9732,57caa8199875202b
813,critical,42,0.75,3,0.1,50,1,1000,2000,sustained,0,843,661,1820,448,426,0.750000,0.748561,-0.001439,388926.961178,18218,09f2b8ae68e8bc1e
814,critical,43,0.75,3,0.1,50,1,1000,2000,sustained,0,778,715,1792,465,386,0.750000,0.749622,-0.000378,385871.870924,18201,7dfcd4de290a7a9b
815,critical,44,0.75,3,0.1,50,1,1000,2000,sustained,0,884,684,1765,532,436,0.750000,0.749596,-0.000404,387043.055335,18134,fba831c3c185979c
816,critical,42,1,3,0.1,0,1,1000,2000,extinct,4445,0,0,1786,117,117,1.000000,0.000000,-1.000000,46803.179576,1883,1ad6ebc39f6def52
817,critical,43,1,3,0.1,0,1,1000,2000,extinct,4980,0,0,1772,89,89,1.000000,0.000000,-1.000000,47494.624619,1911,2d63a47c75fa8750
818,critical,44,1,3,0.1,0,1,1000,2000,extinct,5316,0,0,1744,131,131,1.000000,0.000000,-1.000000,46483.533748,1869,b04277d924ef9857
819,critical,42,1,3,0.1,1,1,1000,2000,extinct,5932,0,0,1789,416,139,1.000000,0.000000,-1.000000,47609.317472,1917,0375e1d65cb3800e
820,critical,43,1,3,0.1,1,1,1000,2000,extinct,5185,0,0,1773,411,126,1.000000,0.000000,-1.000000,47649.940955,1922,b5f80e7a7bd98cef
821,critical,44,1,3,0.1,1,1,1000,2000,extinct,8223,0,0,1746,416,160,1.000000,0.000000,-1.000000,47612.918502,1917,7a284bb47fd2b546
822,critical,42,1,3,0.1,2,1,1000,2000,extinct,6645,0,0,1789,722,164,1.000000,0.000000,-1.000000,48207.159851,1944,8f39fdb44872aedd
823,critical,43,1,3,0.1,2,1,1000,2000,extinct,6346,0,0,1770,693,135,1.000000,0.000000,-1.000000,48913.974144,1973,348828fc4b14a4d0
824,critical,44,1,3,0.1,2,1,1000,2000,extinct,7935,0,0,1744,727,190,1.000000,0.000000,-1.000000,48069.345189,1939,178651c7abe44c49
825,critical,42,1,3,0.1,5,1,1000,2000,extinct,7495,0,0,1797,1638,219,1.000000,0.000000,-1.000000,50087.041972,2028,1e0491f83682a819
826,critical,43,1,3,0.1,5,1,1000,2000,extinct,6544,0,0,1785,1617,187,1.000000,0.000000,-1.000000,50478.762191,2049,2ae31ac8ab0555a3
827,critical,44,1,3,0.1,5,1,1000,2000,extinct,9902,0,0,1757,1626,238,1.000000,0.000000,-1.000000,50295.530737,2040,ecaa631962147711
828,critical,42,1,3,0.1,10,1,1000,2000,sustained,0,239,10,1801,1671,260,1.000000,0.953974,-0.046026,89189.319883,3662,a723d2f227b21f84
829,critical,43,1,3,0.1,10,1,1000,2000,sustained,0,198,14,1788,1426,248,1.000000,0.947920,-0.052080,94882.577451,3907,255ab4ba16159c7e
830,critical,44,1,3,0.1,10,1,1000,2000,remnant,0,19,4,1768,2000,288,1.000000,0.988055,-0.011945,60753.398535,2486,a222acee2df365d9
831,critical,42,1,3,0.1,25,1,1000,2000,sustained,0,484,257,1826,673,411,1.000000,0.987763,-0.012237,226845.186310,9660,915e82446288b346
832,critical,43,1,3,0.1,25,1,1000,2000,sustained,0,420,260,1819,612,402,1.000000,0.990619,-0.009381,228221.906821,9721,f61f5cbc85f814c7
833,critical,44,1,3,0.1,25,1,1000,2000,sustained,0,434,215,1805,525,424,1.000000,0.988899,-0.011101,231274.807452,9808,8db3941d766740c0
834,critical,42,1,3,0.1,50,1,1000,2000,sustained,0,883,760,1877,474,394,1.000000,0.997192,-0.002808,407332.879857,18192,4f99939be10af515
835,critical,43,1,3,0.1,50,1,1000,2000,sustained,0,869,763,1887,436,412,1.000000,0.997295,-0.002705,406745.849465,18230,545da4dcd95141ff
836,critical,44,1,3,0.1,50,1,1000,2000,sustained,0,850,742,1842,428,377,1.000000,0.997287,-0.002713,409542.650659,18238,e3121f3792f798d9
837,dispersal,42,0.1,3,0.1,2,1,1000,2000,sustained,0,568,561,1376,2000,2000,0.100000,0.099895,-0.000105,328643.425257,0,e3ace46c2fd6d748
838,dispersal,43,0.1,3,0.1,2,1,1000,2000,sustained,0,627,616,1422,2000,2000,0.100000,0.099858,-0.000142,348295.776816,0,9488fed68ccc7273
839,dispersal,44,0.1,3,0.1,2,1,1000,2000,sustained,0,575,546,1384,2000,2000,0.100000,0.100525,0.000525,330898.756615,0,26dc581a44450887
840,dispersal,42,0.1,3,0.1,10,1,1000,2000,sustained,0,568,561,1376,2000,2000,0.100000,0.099895,-0.000105,328643.425257,0,6864540cc8a32293
841,dispersal,43,0.1,3,0.1,10,1,1000,2000,sustained,0,627,616,1422,2000,2000,0.100000,0.099858,-0.000142,348295.776816,0,72687537788f41b0
842,dispersal,44,0.1,3,0.1,10,1,1000,2000,sustained,0,575,546,1384,2000,2000,0.100000,0.100525,0.000525,330898.756615,0,3a55461c5c36ecbc
843,dispersal,42,0.1,3,0.1,2,2,4000,8000,sustained,0,2062,2055,5338,8000,8000,0.100000,0.100027,0.000027,1254271.321130,4,17f997eab530af1f
844,dispersal,43,0.1,3,0.1,2,2,4000,8000,sustained,0,2278,2265,5352,8000,8000,0.100000,0.099871,-0.000129,1289668.243977,4,7767e91a33ebfd6f
845,dispersal,44,0.1,3,0.1,2,2,4000,8000,sustained,0,2284,2284,5459,8000,8000,0.100000,0.100000,0.000000,1328433.030646,2,adb8671b96ad360c
846,dispersal,42,0.1,3,0.1,10,2,4000,8000,sustained,0,2062,2055,5338,8000,8000,0.100000,0.100027,0.000027,1254271.321130,4,49efc0ea6637b0e0
847,dispersal,43,0.1,3,0.1,10,2,4000,8000,sustained,0,2278,2265,5352,8000,8000,0.100000,0.099871,-0.000129,1289668.243977,4,16b64ca980a54370
848,dispersal,44,0.1,3,0.1,10,2,4000,8000,sustained,0,2284,2284,5459,8000,8000,0.100000,0.100000,0.000000,1328433.030646,2,48391fd7ab0cda39
849,dispersal,42,0.1,3,0.1,2,4,16000,32000,sustained,0,8770,8763,21791,32000,32000,0.100000,0.099984,-0.000016,5183517.858912,11,ce6961ed6b7eb3ed
850,dispersal,43,0.1,3,0.1,2,4,16000,32000,sustained,0,8968,8946,21986,32000,32000,0.100000,0.100019,0.000019,5255846.542737,10,5139829afb9cb77a
851,dispersal,44,0.1,3,0.1,2,4,16000,32000,sustained,0,8827,8798,21803,32000,32000,0.100000,0.100011,0.000011,5183609.342508,11,26ccdb26273225ef
852,dispersal,42,0.1,3,0.1,10,4,16000,32000,sustained,0,8770,8763,21791,32000,32000,0.100000,0.099984,-0.000016,5183517.858912,11,6d9c875caeb9c275
853,dispersal,43,0.1,3,0.1,10,4,16000,32000,sustained,0,8968,8946,21986,32000,32000,0.100000,0.100019,0.000019,5255846.542737,10,c7ed7549ff97f644
854,dispersal,44,0.1,3,0.1,10,4,16000,32000,sustained,0,8827,8798,21803,32000,32000,0.100000,0.100011,0.000011,5183609.342508,11,f8eee3515c9557b2
855,dispersal,42,0.15,3,0.1,2,1,1000,2000,sustained,0,434,434,1439,2000,2000,0.150000,0.150000,-0.000000,327536.315700,534,b80b27f20508dd46
856,dispersal,43,0.15,3,0.1,2,1,1000,2000,sustained,0,468,465,1501,1962,1906,0.150000,0.150047,0.000047,330637.188359,704,7dc8d80f6781b24b
857,dispersal,44,0.15,3,0.1,2,1,1000,2000,sustained,0,433,433,1473,1949,1949,0.150000,0.150000,-0.000000,338002.137850,717,de9b98b10d5cabd2
858,dispersal,42,0.15,3,0.1,10,1,1000,2000,sustained,0,434,434,1439,2000,2000,0.150000,0.150000,-0.000000,327536.315700,534,f14459f80d73c924
859,dispersal,43,0.15,3,0.1,10,1,1000,2000,sustained,0,481,473,1501,2000,2000,0.150000,0.150041,0.000041,333328.465693,606,eb5e2b00db71c7cb
860,dispersal,44,0.15,3,0.1,10,1,1000,2000,sustained,0,445,445,1473,2000,2000,0.150000,0.150000,-0.000000,338540.429042,681,a29a8d18ed81e25f
861,dispersal,42,0.15,3,0.1,2,2,4000,8000,sustained,0,1712,1687,5577,7563,7215,0.150000,0.149879,-0.000121,1209106.639877,3103,be36e63614f86868
862,dispersal,43,0.15,3,0.1,2,2,4000,8000,remnant,0,86,80,5769,2387,1974,0.150000,0.151508,0.001508,937331.794974,8279,68fa6104ee893742
863,dispersal,44,0.15,3,0.1,2,2,4000,8000,remnant,0,54,47,5853,2748,1855,0.150000,0.145649,-0.004351,713241.705091,7918,e52db14d7ff95804
864,dispersal,42,0.15,3,0.1,10,2,4000,8000,sustained,0,1704,1676,5659,8000,8000,0.150000,0.150124,0.000124,1201911.862587,4854,5af5d19b31f96d90
865,dispersal,43,0.15,3,0.1,10,2,4000,8000,sustained,0,1773,1770,5813,8000,8000,0.150000,0.149996,-0.000004,1235085.343296,6100,d08e72039f71cf99
866,dispersal,44,0.15,3,0.1,10,2,4000,8000,sustained,0,1569,1555,5869,8000,8000,0.150000,0.150033,0.000033,1192472.345965,5346,5a58f73657f3b5b2
867,dispersal,42,0.15,3,0.1,2,4,16000,32000,sustained,0,6361,6333,23466,30523,26921,0.150000,0.150016,0.000016,4775746.426263,12143,a532c0c6a32f254f
868,dispersal,43,0.15,3,0.1,2,4,16000,32000,sustained,0,5995,5957,23766,29432,25688,0.150000,0.150014,0.000014,4616881.469923,13234,278527f766b51637
869,dispersal,44,0.15,3,0.1,2,4,16000,32000,sustained,0,6248,6242,23517,30064,26874,0.150000,0.150015,0.000015,4747009.676492,12602,4386582614e15bd5
870,dispersal,42,0.15,3,0.1,10,4,16000,32000,sustained,0,7054,7043,23413,32000,32000,0.150000,0.150014,0.000014,5067389.538152,12624,6e3057980afef035
871,dispersal,43,0.15,3,0.1,10,4,16000,32000,sustained,0,7161,7161,23914,32000,32000,0.150000,0.150008,0.000008,5133713.959278,13547,cc975294b057d166
872,dispersal,44,0.15,3,0.1,10,4,16000,32000,sustained,0,7255,7225,23662,32000,32000,0.150000,0.150038,0.000038,5086388.480743,13327,3f147c5d174b15cb
873,dispersal,42,0.25,3,0.1,2,1,1000,2000,remnant,0,1,1,1545,711,185,0.250000,0.250000,0.000000,61722.097452,1955,0c2eff0de149130d
874,dispersal,43,0.25,3,0.1,2,1,1000,2000,extinct,16010,0,0,1577,698,170,0.250000,0.000000,-0.250000,62091.560254,1968,58aaabbb0e9586ef
875,dispersal,44,0.25,3,0.1,2,1,1000,2000,remnant,0,3,1,1502,688,153,0.250000,0.236072,-0.013928,60765.135487,1978,9e64c48d0f9adf9d
876,dispersal,42,0.25,3,0.1,10,1,1000,2000,remnant,0,28,19,1576,2000,300,0.250000,0.243450,-0.006550,80172.655615,2355,d2b09d999cb17991
877,dispersal,43,0.25,3,0.1,10,1,1000,2000,sustained,0,96,34,1604,2000,293,0.250000,0.256734,0.006734,91155.438353,2848,548f576c0d614cd0
878,dispersal,44,0.25,3,0.1,10,1,1000,2000,sustained,0,81,39,1542,2000,329,0.250000,0.246965,-0.003035,89825.651741,2648,babd55c4ab9f487b
879,dispersal,42,0.25,3,0.1,2,2,4000,8000,remnant,0,3,1,6244,2816,658,0.250000,0.361165,0.111165,220787.050680,7850,6b877cbd31fe5189
880,dispersal,43,0.25,3,0.1,2,2,4000,8000,remnant,0,4,3,6274,2828,663,0.250000,0.258346,0.008346,222328.422960,7838,ab487ef6edf49942
881,dispersal,44,0.25,3,0.1,2,2,4000,8000,remnant,0,3,2,6273,2835,685,0.250000,0.239523,-0.010477,222167.164528,7831,23ca7a60f74231a8
882,dispersal,42,0.25,3,0.1,10,2,4000,8000,sustained,0,325,74,6354,8000,1033,0.250000,0.249862,-0.000138,306234.494313,10953,ab54bdb695ef9576
883,dispersal,43,0.25,3,0.1,10,2,4000,8000,remnant,0,153,70,6349,8000,1106,0.250000,0.242516,-0.007484,291422.943373,10337,8dde651b0389d32d
884,dispersal,44,0.25,3,0.1,10,2,4000,8000,sustained,0,551,69,6399,8000,1128,0.250000,0.264711,0.014711,313557.503887,11284,b8645c25d7918911
885,dispersal,42,0.25,3,0.1,2,4,16000,32000,remnant,0,4,3,25568,11224,2607,0.250000,0.258521,0.008521,864763.718461,31442,ba78f5cd424db880
886,dispersal,43,0.25,3,0.1,2,4,16000,32000,remnant,0,1,1,25655,11472,2861,0.250000,0.250000,0.000000,858177.791051,31194,332d1e54b7feac40
887,dispersal,44,0.25,3,0.1,2,4,16000,32000,remnant,0,2,2,25468,11238,2640,0.250000,0.250000,0.000000,862885.980097,31428,16a5d4d56839a999
888,dispersal,42,0.25,3,0.1,10,4,16000,32000,sustained,0,1692,218,26031,32000,4367,0.250000,0.255873,0.005873,1204115.409884,45876,452a371f8cc03813
889,dispersal,43,0.25,3,0.1,10,4,16000,32000,sustained,0,2034,257,26061,32000,4451,0.250000,0.252023,0.002023,1239850.218379,47417,060c9e8fbf7e50bc
890,dispersal,44,0.25,3,0.1,10,4,16000,32000,sustained,0,1882,320,25852,32000,4574,0.250000,0.253337,0.003337,1238655.602469,47419,f0084fd264fc655e
891,dispersal,42,0.5,3,0.1,2,1,1000,2000,extinct,7256,0,0,1646,702,158,0.500000,0.000000,-0.500000,48535.121779,1964,0c739b9c3bc34d81
892,dispersal,43,0.5,3,0.1,2,1,1000,2000,extinct,6194,0,0,1667,691,146,0.500000,0.000000,-0.500000,48937.117210,1975,8f177912a1900f07
893,dispersal,44,0.5,3,0.1,2,1,1000,2000,extinct,8767,0,0,1620,731,189,0.500000,0.000000,-0.500000,47970.299684,1935,019fbebf5077762b
894,dispersal,42,0.5,3,0.1,10,1,1000,2000,sustained,0,399,23,1657,1147,245,0.500000,0.521718,0.021718,101045.498995,4186,4846dda45247fcf9
895,dispersal,43,0.5,3,0.1,10,1,1000,2000,sustained,0,249,26,1690,1700,275,0.500000,0.490025,-0.009975,88516.574132,3633,06f4164463192d5c
896,dispersal,44,0.5,3,0.1,10,1,1000,2000,remnant,0,46,17,1632,2000,289,0.500000,0.499089,-0.000911,66385.804547,2715,04cb66796025351f
897,dispersal,42,0.5,3,0.1,2,2,4000,8000,extinct,8183,0,0,6710,2831,653,0.500000,0.000000,-0.500000,190022.430839,7835,b1bacc14c4bc465c
898,dispersal,43,0.5,3,0.1,2,2,4000,8000,extinct,6229,0,0,6671,2856,670,0.500000,0.000000,-0.500000,189723.165195,7810,c971c560fbe0ccde
899,dispersal,44,0.5,3,0.1,2,2,4000,8000,extinct,10042,0,0,6702,2775,663,0.500000,0.000000,-0.500000,192113.445371,7891,cfb5c8be8e1851fb
900,dispersal,42,0.5,3,0.1,10,2,4000,8000,sustained,0,813,62,6730,7176,1055,0.500000,0.502909,0.002909,335309.906744,14157,2ac91088e25b77d9
901,dispersal,43,0.5,3,0.1,10,2,4000,8000,sustained,0,644,61,6749,8000,1125,0.500000,0.503617,0.003617,294787.088932,12382,ce4ebe59737d15c2
902,dispersal,44,0.5,3,0.1,10,2,4000,8000,sustained,0,225,45,6731,8000,1166,0.500000,0.488305,-0.011695,260880.919257,10898,a8c6d943d058603e
903,dispersal,42,0.5,3,0.1,2,4,16000,32000,extinct,10164,0,0,27293,11393,2570,0.500000,0.000000,-0.500000,752766.841897,31273,cc853d3d43f1fc02
904,dispersal,43,0.5,3,0.1,2,4,16000,32000,extinct,9187,0,0,27239,11670,2833,0.500000,0.000000,-0.500000,746995.863116,30996,a481562e8e8a0cb9
